N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
784,한국ANKOR유전,"1,675",10,+0.60%,0,"1,173","70,020",0.00,"32,114",N/A,N/A,
785,계양전기,"3,585",0,0.00%,500,"1,169","32,600",3.52,0,18.87,5.30,
786,시디즈,"58,400",0,0.00%,500,"1,168","2,000",2.58,889,6.88,42.92,
787,토니모리,"4,850",50,+1.04%,200,"1,167","24,055",1.25,"1,000,819",-7.99,-46.89,
788,태평양물산,"2,420",95,+4.09%,500,"1,165","48,150",2.06,"719,421",-7.12,-7.14,
789,KBSTAR 코스닥150선물레버리지,"11,465",320,+2.87%,0,"1,161","10,130",0.00,"20,556",N/A,N/A,
790,삼영화학,"3,410",0,0.00%,500,"1,159","34,000",2.98,"494,838",77.50,0.49,
791,삼일제약,"8,510",90,-1.05%,500,"1,152","13,537",2.19,"127,107",-41.31,2.13,
792,이건산업,"10,500",150,+1.45%,"5,000","1,150","10,953",5.41,"83,142",9.08,0.96,
793,대림B&Co,"6,890",10,+0.15%,"1,000","1,149","16,672",2.49,"24,983",18.93,-1.06,
794,KODEX 단기변동금리부채권액티브,"103,185",0,0.00%,0,"1,143","1,108",0.10,"1,060",N/A,N/A,
795,크라운제과,"9,120",90,+1.00%,200,"1,142","12,524",2.06,"23,012",9.51,11.00,
796,아모레G우,"17,700",200,+1.14%,500,"1,141","6,444",40.53,"11,271",9.94,N/A,
797,덕양산업,"3,500",10,+0.29%,500,"1,140","32,565",0.79,"67,306",106.06,-12.70,
798,보락,"1,895",25,+1.34%,200,"1,135","59,900",2.49,"175,553",70.19,0.90,
799,SK우,"200,000","3,000",+1.52%,200,"1,132",566,0.67,693,23.37,N/A,
800,진양산업,"8,680",300,+3.58%,500,"1,128","13,000",4.03,"156,105",27.56,12.16,
801,조흥,"188,000",0,0.00%,"5,000","1,128",600,0.00,268,7.20,5.72,
802,무림페이퍼,"2,710",15,+0.56%,"2,500","1,128","41,609",2.77,"635,737",-2.68,-9.21,
803,삼호개발,"4,510",45,+1.01%,500,"1,128","25,000",5.54,"31,990",6.34,9.26,
804,상상인증권,"1,150",5,-0.43%,"1,000","1,121","97,506",0.76,"279,136",16.20,1.54,
805,대현,"2,525",20,-0.79%,500,"1,118","44,282",9.41,"1,220,507",9.42,4.48,
806,KINDEX 미국WideMoat가치주,"17,460",250,+1.45%,0,"1,117","6,400",0.01,"15,026",N/A,N/A,
807,남광토건,"11,300",0,0.00%,"5,000","1,111","9,829",1.39,"9,563",6.36,23.10,
808,CJ우,"48,850",100,+0.21%,"5,000","1,104","2,260",8.34,378,42.33,N/A,
809,이지스레지던스리츠,"5,350",10,-0.19%,"1,000","1,102","20,600",0.70,"31,227",13.61,7.32,
810,휴니드,"7,790",370,-4.53%,"5,000","1,100","14,116",24.69,"476,123",5.67,4.86,
811,새론오토모티브,"5,700",0,0.00%,500,"1,094","19,200",66.62,"4,423",7.56,2.86,
812,남성,"3,020",45,+1.51%,500,"1,094","36,212",1.18,"110,551",-9.50,-19.75,
813,우리들휴브레인,"1,340",5,+0.37%,500,"1,090","81,323",0.93,"93,226",9.37,20.12,
814,화인베스틸,"3,685",365,+10.99%,500,"1,089","29,550",3.26,"917,947",-6.91,-18.43,
815,콤텍시스템,896,3,+0.34%,500,"1,085","121,051",1.39,"191,175",-298.67,N/A,
816,TIGER 200선물인버스2X,"2,585",20,-0.77%,0,"1,081","41,800",1.92,"2,934,997",N/A,N/A,
817,조비,"20,750",200,-0.95%,"5,000","1,077","5,192",1.50,"134,653",105.87,6.06,
818,서울식품,289,1,-0.34%,100,"1,076","372,317",2.01,"1,621,652",-17.00,-9.36,
819,유니온,"6,870",30,+0.44%,500,"1,073","15,612",1.17,"389,030",2.02,12.93,
820,KBSTAR Fn5G테크,"9,615",110,+1.16%,0,"1,072","11,150",0.27,"19,916",N/A,N/A,
821,엔에이치스팩19호,"2,090",0,0.00%,100,"1,072","51,290",2.64,"10,770",N/A,N/A,
822,핸즈코퍼레이션,"4,880",5,+0.10%,500,"1,067","21,863",0.14,"6,366",-2.24,-2.52,
823,인팩,"10,600",150,+1.44%,500,"1,060","10,000",1.75,"17,402",14.40,3.55,
824,에넥스,"1,765",50,+2.92%,500,"1,059","59,992",2.97,"395,746",-9.54,-17.89,
825,지투알,"6,390",70,+1.11%,"1,000","1,059","16,567",33.64,"16,691",5.04,6.27,
826,KODEX 미국나스닥100레버리지(합성 H),"7,150",275,+4.00%,0,"1,058","14,800",1.36,"417,975",N/A,N/A,
827,써니전자,"3,025",5,+0.17%,500,"1,054","34,845",8.39,"2,674,884",21.15,9.92,
828,신영와코루,"116,500","1,500",-1.27%,"5,000","1,048",900,26.04,253,18.37,0.93,
829,대구백화점,"9,610",370,-3.71%,"5,000","1,040","10,822",0.55,"22,513",-4.64,-6.63,
830,지엠비코리아,"5,380",100,+1.89%,500,"1,026","19,072",55.74,"33,700",16.92,-3.69,
831,SOL KIS단기통안채,"100,715",0,0.00%,0,"1,025","1,018",0.00,0,N/A,N/A,
832,KODEX 미국달러선물,"10,555",5,+0.05%,0,"1,020","9,660",0.00,"115,636",N/A,N/A,
833,DRB동일,"5,110",110,-2.11%,500,"1,018","19,930",1.32,"16,889",-11.59,0.66,
834,ARIRANG 코스피TR,"14,010",75,+0.54%,0,"1,016","7,250",0.03,33,N/A,N/A,
835,KODEX 장기종합채권(AA-이상)액티브KAP,"91,750",0,0.00%,0,"1,016","1,107",0.00,0,N/A,N/A,
836,조광페인트,"7,900",280,+3.67%,500,"1,011","12,800",0.95,"70,951",-7.84,2.38,
837,범양건영,"4,070",65,+1.62%,"1,000","1,011","24,832",3.56,"450,062",9.81,14.51,
838,대우부품,"2,120",10,+0.47%,500,"1,010","47,646",3.38,"147,733",-47.11,-10.09,
839,광명전기,"2,330",30,+1.30%,500,"1,010","43,338",3.85,"115,214",22.19,4.67,
840,까뮤이앤씨,"2,225",0,0.00%,500,"1,005","45,152",8.65,"623,671",-123.61,11.98,
841,지코,"1,530",0,0.00%,500,"1,002","65,497",0.63,0,-2.44,-63.51,
842,TIGER 코스피,"28,165",135,+0.48%,0,"1,000","3,550",0.00,"5,502",N/A,N/A,
843,국제약품,"5,160",10,+0.19%,"1,000",995,"19,276",1.49,"45,830",-52.65,3.35,
844,국보,"1,490",10,-0.67%,500,991,"66,542",1.31,"537,719",-5.48,-67.86,
845,TIGER 차이나CSI300레버리지(합성),"29,355",920,+3.24%,0,986,"3,360",0.79,"9,016",N/A,N/A,
846,TIGER 200 건설,"2,865",45,+1.60%,0,986,"34,420",0.14,"269,438",N/A,N/A,
847,화승코퍼레이션,"1,970",80,+4.23%,500,986,"50,051",2.77,"115,378",-2.87,-17.15,
848,미래에셋맵스리츠,"4,885",0,0.00%,"1,000",982,"20,100",0.68,"20,244",168.45,0.62,
849,TIGER 200선물레버리지,"15,325",85,+0.56%,0,981,"6,400",0.00,"41,440",N/A,N/A,
850,인터지스,"3,295",60,+1.85%,500,980,"29,748",1.53,"66,231",4.75,2.81,
851,KODEX 차이나CSI300,"13,990",210,+1.52%,0,979,"7,000",0.00,"4,951",N/A,N/A,
852,삼화왕관,"45,400",550,+1.23%,"5,000",978,"2,154",4.63,"2,850",31.84,1.03,
853,가온전선,"23,500",250,+1.08%,"5,000",978,"4,160",2.38,"4,014",14.65,3.65,
854,KODEX 은선물(H),"4,925",25,-0.51%,0,975,"19,800",0.07,"181,419",N/A,N/A,
855,텔코웨어,"10,050",90,+0.90%,500,975,"9,703",1.07,"1,291",-213.83,1.69,
856,현대코퍼레이션홀딩스,"10,700",200,+1.90%,"5,000",974,"9,101",4.51,"8,475",5.00,9.98,
857,KC코트렐,"5,520",140,+2.60%,500,972,"17,600",0.92,"58,737",-2.24,-148.07,
858,비상교육,"7,450",220,+3.04%,500,968,"12,997",6.99,"15,845",23.21,-7.24,
859,큐로,418,3,+0.72%,500,966,"231,212",1.88,"333,344",-46.44,1.34,
860,부산산업,"90,800",0,0.00%,"5,000",959,"1,056",2.27,"3,004",-72.93,4.33,
861,한솔로지스틱스,"3,485",10,+0.29%,500,958,"27,477",3.80,"142,725",3.67,17.09,
862,사조오양,"10,150",150,+1.50%,"5,000",956,"9,423",1.73,"10,189",8.59,10.48,
863,아센디오,"1,185",5,-0.42%,500,954,"80,509",0.21,"403,290",34.85,-124.63,
864,사조씨푸드,"5,540",180,+3.36%,"1,000",954,"17,219",2.13,"46,166",11.45,3.78,
865,동일고무벨트,"6,840",50,+0.74%,500,951,"13,900",1.99,"6,064",21.38,3.70,
866,동방아그로,"6,970",60,+0.87%,500,949,"13,618",31.25,"146,617",14.20,4.84,
867,대신 철광석 선물 ETN(H),"47,410",170,+0.36%,0,948,"2,000",0.00,125,N/A,N/A,
868,KTcs,"2,215",35,+1.61%,500,945,"42,685",9.88,"109,751",5.52,6.64,
869,서원,"1,990",50,+2.58%,500,945,"47,475",3.52,"1,330,306",8.29,-5.38,
870,웰바이오텍,"1,605",10,-0.62%,500,942,"58,677",0.54,"2,352,647",-2.00,-141.53,
871,한일철강,"3,525",175,+5.22%,500,941,"26,697",1.49,"209,311",4.63,-3.30,
872,HANARO e커머스,"15,775",75,+0.48%,0,939,"5,950",0.10,"1,487",N/A,N/A,
873,신한 레버리지 은 선물 ETN(H),"9,350",105,-1.11%,0,935,"10,000",0.00,"30,196",N/A,N/A,
874,호전실업,"9,840",80,+0.82%,500,934,"9,494",3.41,"61,787",-240.00,-14.99,
875,영흥,922,12,+1.32%,500,934,"101,310",0.70,"173,017",-7.44,-12.89,
876,유니켐,"1,285",0,0.00%,500,934,"72,688",1.94,"156,757",7.98,12.01,
877,KC그린홀딩스,"4,125",95,+2.36%,500,925,"22,435",2.48,"31,256",-6.02,-22.99,
878,한국수출포장,"22,950",200,+0.88%,"5,000",918,"4,000",5.15,"2,903",6.00,3.34,
879,만호제강,"22,050",150,+0.68%,"1,000",915,"4,150",5.43,936,27.60,0.37,
880,우진플라임,"4,570",10,+0.22%,500,914,"20,000",7.54,"14,754",5.50,13.70,
881,문배철강,"4,420",235,+5.62%,500,906,"20,504",0.84,"3,561,906",3.93,7.48,
882,NH프라임리츠,"4,830",10,+0.21%,500,901,"18,660",0.32,"21,738",23.22,4.15,
883,윌비스,"1,330",10,+0.76%,"1,000",894,"67,236",6.79,"391,334",-11.27,-2.43,
884,한국전자홀딩스,"1,900",55,+2.98%,500,889,"46,803",6.67,"966,463",4.00,-5.36,
885,천일고속,"62,000",0,0.00%,"5,000",886,"1,429",0.04,97,-190.18,-15.21,
886,제일연마,"8,790",70,+0.80%,500,879,"10,000",5.53,"2,892",16.28,3.84,
887,세하,"1,525",0,0.00%,"1,000",878,"57,563",0.74,"171,232",9.30,21.14,
888,KODEX 미국나스닥100선물(H),"17,720",320,+1.84%,0,877,"4,950",0.10,"24,258",N/A,N/A,
889,평화산업,"1,590",10,+0.63%,500,873,"54,902",1.94,"95,864",33.83,-26.40,
890,DSR,"5,440",190,+3.62%,500,870,"16,000",3.99,"48,737",6.88,5.67,
891,KODEX 200IT TR,"12,880",95,+0.74%,0,863,"6,700",0.00,28,N/A,N/A,
892,화승알앤에이,"4,540",45,+1.00%,500,862,"18,994",1.12,"11,982",N/A,N/A,
893,진양폴리,"8,580",300,+3.62%,500,858,"10,000",4.37,"110,805",36.67,6.03,
894,우성,"27,450",250,+0.92%,"5,000",848,"3,090",2.30,"33,598",11.49,3.29,
895,TIGER 미국채10년선물,"11,780",45,-0.38%,0,848,"7,200",0.00,"29,780",N/A,N/A,
896,두산2우B,"94,200","1,700",+1.84%,"5,000",841,893,0.08,"1,308",-54.26,N/A,
897,KODEX 유럽탄소배출권선물ICE(H),"14,240",70,+0.49%,0,840,"5,900",0.08,"48,782",N/A,N/A,
898,코오롱인더우,"30,150",350,+1.17%,"5,000",834,"2,768",13.76,"4,207",4.68,N/A,
899,부국철강,"4,165",155,+3.87%,500,833,"20,000",2.58,"219,232",10.28,0.72,
900,고려산업,"3,335",5,+0.15%,"1,000",832,"24,939",0.81,"2,130,251",11.58,6.91,
901,TIGER 미국다우존스30,"20,215",60,+0.30%,0,829,"4,100",0.00,"6,492",N/A,N/A,
902,마니커,"1,290",10,+0.78%,500,819,"63,511",3.63,"239,550",-3.50,-44.06,
903,TIGER 유로스탁스50(합성 H),"13,620",215,+1.60%,0,817,"6,000",0.06,"12,105",N/A,N/A,
904,TIGER KRX바이오K-뉴딜,"6,820",55,-0.80%,0,815,"11,950",2.24,"470,603",N/A,N/A,
905,TIGER 미국S&P500레버리지(합성 H),"30,860",480,+1.58%,0,815,"2,640",0.00,"8,392",N/A,N/A,
906,이스타코,"1,895",5,+0.26%,500,812,"42,852",2.36,"618,548",105.28,-0.12,
907,다스코,"4,810",75,+1.58%,500,812,"16,877",1.43,"25,143",-7.66,-6.54,
908,SG글로벌,"1,805",15,+0.84%,500,812,"44,964",1.90,"76,078",-21.49,-1.79,
909,세원정공,"8,090",0,0.00%,500,809,"10,000",14.92,0,7.66,5.76,
910,한국프랜지,"2,655",5,+0.19%,"1,000",808,"30,450",4.19,"68,600",4.18,5.24,
911,영보화학,"4,005",15,-0.37%,500,801,"20,000",51.98,"32,803",20.13,1.94,
912,페이퍼코리아,"1,950",30,-1.52%,500,798,"40,900",0.94,"207,043",14.89,1.18,
913,CS홀딩스,"69,000","1,300",+1.92%,"5,000",797,"1,154",2.62,"7,166",6.41,3.20,
914,TRUE 레버리지 천연가스 선물 ETN(H),"7,960",205,-2.51%,0,796,"10,000",0.00,"116,491",N/A,N/A,
915,티에이치엔,"4,420",330,+8.07%,500,796,"18,000",3.14,"6,944,917",2.96,-24.87,
916,에쓰씨엔지니어링,"2,555",45,-1.73%,500,795,"31,121",0.34,"168,665",-8.16,-5.06,
917,TIGER 경기방어,"9,855",70,-0.71%,0,790,"8,020",0.00,"7,522",N/A,N/A,
918,KODEX 한국대만IT프리미어,"20,210",70,+0.35%,0,788,"3,900",0.01,"18,541",N/A,N/A,
919,경동인베스트,"33,300",50,-0.15%,"5,000",788,"2,365",12.97,"1,611",5.42,3.68,
920,모나미,"4,155",25,+0.61%,"1,000",785,"18,897",3.17,"56,347",4.54,0.09,
921,티웨이홀딩스,716,22,-2.98%,500,784,"109,472",1.85,"754,901",-0.86,-71.98,
922,비비안,"2,625",35,+1.35%,500,782,"29,794",1.43,"67,193",-3.77,-54.00,
923,KTis,"2,245",15,+0.67%,500,781,"34,802",4.93,"85,915",9.51,4.40,
924,ARIRANG 신흥국MSCI(합성 H),"11,540",80,+0.70%,0,775,"6,720",0.00,"11,080",N/A,N/A,
925,동양피스톤,"5,880",0,0.00%,500,774,"13,168",0.94,"105,234",-127.83,-7.29,
926,엔케이,966,46,+5.00%,500,773,"79,983",1.99,"256,524",483.00,-0.03,
927,대신 WTI원유 선물 ETN(H),"9,475",75,-0.79%,0,758,"8,000",0.00,51,N/A,N/A,
928,KODEX 건설,"3,225",65,+2.06%,0,755,"23,400",0.17,"341,944",N/A,N/A,
929,성보화학,"3,765",10,-0.26%,500,754,"20,020",1.04,"32,481",-10.94,N/A,
930,상신브레이크,"3,510",105,+3.08%,500,754,"21,471",2.47,"52,005",7.19,-1.60,
931,KR모터스,778,1,+0.13%,500,748,"96,137",46.15,"160,027",-7.01,-29.64,
932,미래에셋증권우,"5,310",30,-0.56%,"5,000",747,"14,076",0.52,"19,198",3.63,N/A,
933,TIGER 소프트웨어,"13,315",40,+0.30%,0,743,"5,580",0.80,"216,481",N/A,N/A,
934,유성기업,"2,860",5,+0.18%,500,742,"25,948",12.43,"17,432",20.58,-1.75,
935,인디에프,"1,040",10,+0.97%,500,735,"70,713",1.01,"89,214",-2.16,-41.73,
936,TIMEFOLIO Kstock액티브,"9,290",90,+0.98%,0,734,"7,900",0.00,592,N/A,N/A,
937,KBSTAR 고배당,"12,750",5,-0.04%,0,733,"5,750",0.13,"1,366",N/A,N/A,
938,혜인,"5,760",0,0.00%,500,732,"12,713",4.36,"68,443",8.53,4.97,
939,형지엘리트,"2,345",25,+1.08%,500,731,"31,155",1.78,"177,231",156.33,-1.23,
940,신풍제약우,"32,950",350,+1.07%,500,725,"2,200",0.74,"14,297","5,491.67",N/A,
941,KBSTAR 중국본토대형주CSI100,"20,670",120,+0.58%,0,723,"3,500",0.01,"1,553",N/A,N/A,
942,컨버즈,"4,100",0,0.00%,500,720,"17,549",0.16,0,-16.14,-367.38,
943,제이준코스메틱,966,14,-1.43%,500,719,"74,423",0.88,"615,183",-2.52,-37.83,
944,케이탑리츠,"1,555",0,0.00%,"1,000",719,"46,224",16.42,"326,459",6.35,15.17,
945,영화금속,"1,345",15,+1.13%,500,718,"53,395",2.11,"270,412",-6.69,-12.53,
946,참엔지니어링,"1,255",10,+0.80%,500,713,"56,824",1.66,"778,798",-7.84,7.18,
947,한국종합기술,"6,470",50,-0.77%,500,708,"10,950",1.25,"20,130",6.20,5.12,
948,화천기공,"32,150",50,-0.16%,"5,000",707,"2,200",7.85,"2,343",11.35,1.52,
949,진양화학,"5,850",120,+2.09%,500,702,"12,000",3.69,"128,415",-278.57,3.05,
950,메타랩스,939,11,-1.16%,500,700,"74,523",0.00,"262,958",-3.95,-33.92,
951,MH에탄올,"9,420",30,+0.32%,500,695,"7,379",3.35,"13,966",7.63,11.49,
952,하이스틸,"3,470",600,+20.91%,500,694,"19,999",2.56,"17,582,024",4.77,-0.99,
953,한익스프레스,"5,760",110,+1.95%,500,691,"12,000",2.90,"46,773",18.89,-2.87,
954,신풍제지,"1,975",10,+0.51%,500,690,"34,959",1.61,"105,573",1.81,38.76,
955,삼정펄프,"27,400",0,0.00%,"5,000",685,"2,500",3.45,599,48.15,13.58,
956,삼성 인버스 2X WTI원유 선물 ETN,225,0,0.00%,0,675,"300,000",0.01,"16,924,068",N/A,N/A,
957,현대건설우,"63,800",200,-0.31%,"5,000",673,"1,055",8.43,"8,489",42.42,N/A,
958,갤럭시아에스엠,"2,440",20,-0.81%,500,672,"27,550",1.27,"290,593",25.68,4.63,
959,SJM,"4,300",85,+2.02%,500,671,"15,605",12.70,"23,432",7.64,1.63,
960,HANARO 200선물인버스,"9,910",45,-0.45%,0,669,"6,750",0.08,"15,820",N/A,N/A,
961,전방,"39,800",350,-0.87%,"5,000",669,"1,680",0.10,"1,216",2.74,4.35,
962,TIGER 차이나바이오테크SOLACTIVE,"8,485",255,+3.10%,0,665,"7,840",0.04,"18,887",N/A,N/A,
963,KODEX K-미래차액티브,"10,135",170,+1.71%,0,664,"6,550",0.00,"8,483",N/A,N/A,
964,TIGER 중장기국채,"50,155",40,+0.08%,0,662,"1,320",0.00,117,N/A,N/A,
965,유한양행우,"55,600",100,+0.18%,"1,000",657,"1,181",0.00,"1,648",42.15,N/A,
966,신한 인버스 2X 천연가스 선물 ETN,"1,310",55,+4.38%,0,655,"50,000",0.00,"1,335,088",N/A,N/A,
967,케이비아이동국실업,748,1,+0.13%,500,652,"87,218",2.22,"199,685",N/A,-6.83,
968,TIGER 국채3년,"108,510",35,+0.03%,0,651,600,0.00,437,N/A,N/A,
969,부국증권우,"21,700",0,0.00%,"5,000",651,"3,000",11.96,50,3.43,N/A,
970,DSR제강,"4,510",90,+2.04%,500,649,"14,400",6.42,"44,431",16.52,3.67,
971,주연테크,"1,095",20,+1.86%,200,648,"59,199",1.07,"384,306",22.35,-5.86,
972,일진디스플,"1,880",35,-1.83%,500,648,"34,468",4.28,"120,476",-1.91,-94.15,
973,KB Wise 분할매매 ETN,"10,735",0,0.00%,0,644,"6,000",0.00,0,N/A,N/A,
974,TRUE S&P500 선물 ETN,"12,830",0,0.00%,0,642,"5,000",0.00,0,N/A,N/A,
975,금비,"64,100",200,-0.31%,"5,000",641,"1,000",0.63,"1,101","-3,052.38",3.62,
976,TIGER 200 중공업,"3,050",145,+4.99%,0,637,"20,900",0.99,"1,401,869",N/A,N/A,
977,TRUE 나스닥 100 ETN,"12,590",230,+1.86%,0,630,"5,000",0.00,1,N/A,N/A,
978,미래에셋 전기전자 Core5 ETN,"31,335",155,+0.50%,0,627,"2,000",0.00,2,N/A,N/A,
979,우신시스템,"3,405",105,+3.18%,500,624,"18,314",3.90,"76,042",-2.44,-11.20,
980,TIGER 인버스,"4,780",10,-0.21%,0,621,"13,000",1.30,"233,379",N/A,N/A,
981,DL우,"36,800",200,+0.55%,"5,000",620,"1,686",7.23,125,1.17,N/A,
982,TIGER 차이나클린에너지SOLACTIVE,"9,800",330,+3.48%,0,619,"6,320",0.33,"30,297",N/A,N/A,
983,TIGER 퓨처모빌리티액티브,"10,120",150,+1.50%,0,612,"6,050",3.78,"59,563",N/A,N/A,
984,GS우,"34,050",50,+0.15%,"5,000",608,"1,785",9.50,"1,167",3.09,N/A,
985,KBSTAR Fn컨택트대표,"9,170",75,+0.82%,0,607,"6,620",0.07,"14,018",N/A,N/A,
986,SUN&L,"4,800",100,-2.04%,"1,000",605,"12,608",0.84,"9,953",-5.27,-4.33,
987,동일제강,"2,960",115,+4.04%,500,601,"20,300",3.28,"170,707",6.62,0.23,
988,TIGER 차이나HSCEI,"10,385",105,+1.02%,0,597,"5,750",0.27,"172,891",N/A,N/A,
989,신송홀딩스,"5,010",0,0.00%,500,593,"11,829",1.21,"10,550",9.49,3.04,
990,KBSTAR 중기우량회사채,"103,845",55,+0.05%,0,592,570,0.00,"15,178",N/A,N/A,
991,KODEX 차이나H,"17,895",240,+1.36%,0,591,"3,300",24.24,"2,780",N/A,N/A,
992,KODEX K-신재생에너지액티브,"9,775",205,+2.14%,0,586,"6,000",6.78,"11,673",N/A,N/A,
993,TIGER 화장품,"2,970",20,-0.67%,0,586,"19,740",0.33,"789,253",N/A,N/A,
994,KOSEF 인도Nifty50(합성),"18,590",430,+2.37%,0,586,"3,150",0.00,"18,001",N/A,N/A,
995,TIGER 탄소효율그린뉴딜,"8,995",25,+0.28%,0,585,"6,500",0.00,"4,285",N/A,N/A,
996,유엔젤,"4,430",0,0.00%,500,585,"13,195",2.60,"46,439",3.58,-1.67,
997,KODEX 미국반도체MV,"10,815",195,+1.84%,0,584,"5,400",0.00,"34,716",N/A,N/A,
998,KBSTAR 대형고배당10TR,"16,060",40,-0.25%,0,578,"3,600",0.00,462,N/A,N/A,
999,미래산업,"12,900",100,+0.78%,500,574,"4,452",3.41,"21,307",7.20,-10.31,
1000,TIGER 200TR,"19,755",55,+0.28%,0,573,"2,900",0.00,818,N/A,N/A,
1001,TIGER 원유선물Enhanced(H),"4,400",65,-1.46%,0,570,"12,950",2.13,"219,431",N/A,N/A,
1002,TIGER 글로벌BBIG액티브,"10,510",135,+1.30%,0,570,"5,420",0.02,"9,994",N/A,N/A,
1003,삼성 코스피 풋매도 ETN,"11,360",0,0.00%,0,568,"5,000",0.00,0,N/A,N/A,
1004,KOSEF 통안채1년,"101,140",15,+0.01%,0,566,560,0.14,18,N/A,N/A,
1005,대림통상,"3,710",15,+0.41%,"1,000",565,"15,225",0.82,"2,266",-6.05,-15.15,
1006,TIGER KEDI혁신기업ESG30,"9,950",100,+1.02%,0,562,"5,650",0.59,"406,170",N/A,N/A,
1007,동양고속,"19,400",100,-0.51%,"5,000",562,"2,896",0.51,"2,723",-3.07,-13.74,
1008,롯데칠성우,"72,400","1,400",-1.90%,500,561,775,6.90,"1,814",8.56,N/A,
1009,다이나믹디자인,352,1,-0.28%,500,557,"158,289",0.26,"330,587",-1.30,-90.21,
1010,호텔신라우,"72,400",200,+0.28%,"5,000",544,752,2.29,"1,579",-27.79,N/A,
1011,KINDEX 미국친환경그린테마INDXX,"8,500",40,+0.47%,0,544,"6,400",0.11,"3,150",N/A,N/A,
1012,평화홀딩스,"3,655",55,-1.48%,500,535,"14,625",15.41,"3,602",6.11,-2.68,
1013,TRUE 인버스 2X 나스닥 100 ETN,"1,770",60,-3.28%,0,531,"30,000",0.00,"280,640",N/A,N/A,
1014,한창,795,2,-0.25%,500,531,"66,790",2.34,"198,902",-4.06,-53.91,
1015,한국주강,"4,685",55,+1.19%,500,530,"11,309",7.15,"179,776",-30.23,-4.28,
1016,화천기계,"2,395",0,0.00%,500,527,"22,000",1.96,"26,708",46.96,-3.72,
1017,HANARO 글로벌럭셔리S&P(합성),"17,790",220,-1.22%,0,525,"2,950",0.01,"35,641",N/A,N/A,
1018,한세엠케이,"4,055",95,+2.40%,500,523,"12,909",4.51,"22,643",-2.79,-25.79,
1019,우진아이엔에스,"6,850",120,+1.78%,500,522,"7,622",0.72,"7,010",110.48,1.69,
1020,TIGER 코스닥150 레버리지,"11,600",310,+2.75%,0,522,"4,500",4.08,"43,657",N/A,N/A,
1021,QV 레버리지 WTI원유 선물 ETN(H),"1,295",45,-3.36%,0,518,"40,000",0.00,"70,319",N/A,N/A,
1022,미래아이앤지,400,7,+1.78%,100,518,"129,484",3.73,"487,999",22.22,24.75,
1023,QV 코스닥 150 ETN,"12,940",160,+1.25%,0,518,"4,000",0.00,"2,338",N/A,N/A,
1024,KBSTAR 200TR,"19,100",45,+0.24%,0,516,"2,700",0.00,"1,183",N/A,N/A,
1025,KODEX Fn성장,"15,495",105,+0.68%,0,511,"3,300",0.00,122,N/A,N/A,
1026,한화투자증권우,"10,650",0,0.00%,"5,000",511,"4,800",1.02,"7,191",17.90,N/A,
1027,SJM홀딩스,"3,415",5,-0.15%,500,510,"14,934",6.18,"21,759",7.78,2.02,
1028,QV 레버리지 S&P500 ETN,"25,490",555,+2.23%,0,510,"2,000",0.00,5,N/A,N/A,
1029,KBSTAR 게임테마,"15,980",265,+1.69%,0,503,"3,150",0.09,"15,434",N/A,N/A,
1030,태양금속,"1,365",25,-1.80%,500,501,"36,700",2.33,"643,761",-3.22,-11.40,
1031,대교우B,"2,575",20,-0.77%,500,500,"19,427",3.96,"22,336",-95.37,N/A,
1032,선도전기,"2,770",5,+0.18%,500,499,"18,000",6.07,"66,477",-7.29,2.80,
1033,KODEX 철강,"8,650",150,+1.76%,0,497,"5,740",1.89,"247,926",N/A,N/A,
1034,KODEX 차이나심천ChiNext(합성),"13,005",495,+3.96%,0,494,"3,800",0.35,"4,105",N/A,N/A,
1035,원림,"21,200",0,0.00%,"5,000",487,"2,298",1.42,"2,425",46.90,16.31,
1036,TIGER KIS부동산인프라채권TR,"5,730",5,+0.09%,0,487,"8,500",0.00,"2,029",N/A,N/A,
1037,경인전자,"30,950","2,050",+7.09%,"5,000",486,"1,571",13.75,"19,964",24.31,2.49,
1038,HANARO Fn K-뉴딜디지털플러스,"9,300",10,+0.11%,0,479,"5,150",0.00,579,N/A,N/A,
1039,KODEX 증권,"7,855",55,+0.71%,0,475,"6,050",1.67,"79,080",N/A,N/A,
1040,바다로19호,"3,125",15,+0.48%,"5,000",475,"15,200",1.15,"19,094",7.07,-6.51,
1041,TIGER KRX인터넷K-뉴딜,"8,590",10,+0.12%,0,472,"5,500",2.35,"36,009",N/A,N/A,
1042,SOL 글로벌탄소배출권선물IHS(합성),"12,750",50,+0.39%,0,472,"3,700",0.02,"20,734",N/A,N/A,
1043,TIGER Fn반도체TOP10,"9,430",85,+0.91%,0,472,"5,000",0.30,"451,217",N/A,N/A,
1044,롯데지주우,"47,550",800,-1.65%,200,470,988,0.56,358,24.78,N/A,
1045,TRUE 코스피 200 ETN,"9,370",50,+0.54%,0,468,"5,000",0.00,"29,034",N/A,N/A,
1046,삼성 코스피 200 ETN,"9,365",40,+0.43%,0,468,"5,000",0.00,"54,809",N/A,N/A,
1047,TIGER 미국나스닥100레버리지(합성),"9,925",370,+3.87%,0,466,"4,700",12.73,"1,202,715",N/A,N/A,
1048,삼성 레버리지 은 선물 ETN(H),"15,495",210,-1.34%,0,465,"3,000",0.00,"8,998",N/A,N/A,
